Transaction_ID,Cardholder_Name,Age,Gender,Transaction_Amount,Merchant_Name,Merchant_Category,City,Transaction_Time,International_Transaction,Card_Present,Failed_Attempts,Fraud
TXN1208,Shelia Taylor,20,Male,1163.06,Matthews-Key,Food,Gurgaon,2025-08-25 19:47:16,0,1,0,0
TXN1209,Madison Mullen,64,Male,2851.52,"Bailey, Rivera and King",Electronics,Chennai,2026-03-18 03:13:16,1,1,1,0
TXN1210,Natalie Thompson,52,Female,1223.43,"Lewis, Humphrey and Hogan",Electronics,Mumbai,2026-02-18 03:55:16,0,0,2,0
TXN1211,Lisa Hernandez,33,Female,1991.95,"Lee, Reyes and Turner",Fuel,Delhi,2025-11-23 06:20:16,0,0,5,1
TXN1212,Julie Walsh,48,Male,1626.71,Herrera LLC,Entertainment,Gurgaon,2026-04-30 18:34:16,1,1,0,0
TXN1213,Christian Thompson,40,Male,4242.16,"Chaney, Gray and Rasmussen",Entertainment,Chennai,2026-01-15 09:05:16,0,1,4,1
TXN1214,Brittany Hopkins,35,Female,4464.43,Davidson-Acevedo,Fashion,Delhi,2025-07-08 23:21:16,1,0,2,1
TXN1215,Victoria Monroe,59,Female,4127.29,Warner-Johnston,Fuel,Mumbai,2025-10-24 04:46:16,1,0,3,1
TXN1216,Donald Reed,37,Female,3124.5,"Juarez, Olson and Murphy",Online Shopping,Chennai,2025-08-24 19:07:16,1,0,4,1
TXN1217,Samantha Mayo,61,Female,1105.36,Herrera and Sons,Fashion,Mumbai,2025-05-30 16:17:16,0,1,0,0
TXN1218,Taylor Powers,27,Male,2833.23,Ramos and Sons,Food,Chennai,2026-03-09 14:18:16,0,0,0,0
TXN1219,Dylan Hoover,67,Female,122.12,Smith-Johnson,Food,Mumbai,2026-04-23 19:01:16,0,0,1,0
TXN1220,Lindsey Hernandez,62,Male,2018.72,Moore-Bartlett,Food,Mumbai,2025-10-18 06:19:16,1,0,2,0
TXN1221,Thomas Cummings,63,Male,4922.17,Griffin-Clark,Fashion,Mumbai,2026-04-08 15:07:16,0,1,4,1
TXN1222,Stephanie Hamilton,28,Male,4114.69,Rice PLC,Electronics,Chennai,2025-12-30 06:59:16,0,0,3,0
TXN1223,Amanda West,58,Male,1377.54,Wood-Klein,Healthcare,Mumbai,2026-04-20 23:16:16,1,0,5,1
TXN1224,Kathleen Williams,29,Male,1040.04,Morales-Hoffman,Fashion,Delhi,2025-05-10 06:20:16,0,1,2,0
TXN1225,Zachary Diaz,48,Male,4370.71,"Hood, Rice and Mccall",Electronics,Gurgaon,2025-11-21 02:29:16,1,1,4,1
TXN1226,Lauren Jackson,24,Male,2870.74,Taylor-King,Fuel,Pune,2025-10-29 14:39:16,0,0,3,0
TXN1227,Rebecca Jackson,60,Female,930.01,Spencer Group,Fuel,Chennai,2025-11-07 23:50:16,0,0,1,0
TXN1228,Gregory James,46,Female,1952.59,Rasmussen Ltd,Entertainment,Gurgaon,2025-07-15 17:05:16,0,1,0,0
TXN1229,Timothy Gill,56,Female,3055.92,Daniel-Thompson,Electronics,Delhi,2025-07-02 01:46:16,1,0,5,1
TXN1230,Mary Atkinson,39,Male,3665.53,"Herrera, Martinez and Flores",Travel,Bangalore,2025-07-22 23:54:16,1,1,3,1
TXN1231,Johnny Walker,36,Female,2979.44,"Holland, Delgado and Aguilar",Fuel,Pune,2025-06-04 14:58:16,1,0,1,0
TXN1232,Tracy Simpson,26,Male,3856.85,"Li, Ali and Oneal",Online Shopping,Chennai,2026-02-23 19:01:16,0,1,0,0
TXN1233,Christina Burke,18,Female,2482.5,Reyes-Wells,Food,Gurgaon,2026-01-23 18:16:16,1,1,2,0
TXN1234,Lawrence Price,20,Female,398.05,"Griffin, Sawyer and Johnson",Entertainment,Chennai,2026-01-19 15:50:16,0,1,5,1
TXN1235,Ashley Gomez,55,Female,2955.25,Ramirez-Clarke,Healthcare,Chennai,2025-08-05 22:57:16,1,1,2,0
TXN1236,Jason Chavez,66,Male,692.72,"Wiley, Huber and Harris",Fuel,Delhi,2025-06-11 04:52:16,0,0,3,0
TXN1237,David Huber,33,Male,4366.0,Martin-Ramirez,Entertainment,Delhi,2025-08-16 07:24:16,1,0,4,1
TXN1238,Elizabeth Rodriguez,33,Male,4247.49,"Foley, Wilson and Bolton",Online Shopping,Pune,2026-04-12 10:16:16,1,0,3,1
TXN1239,Carlos Washington,32,Female,3468.94,Johnson and Sons,Healthcare,Chennai,2025-05-07 13:09:16,1,0,1,1
TXN1240,Todd Stephenson,33,Female,4626.99,Walker PLC,Fashion,Bangalore,2025-07-29 07:19:16,0,0,1,0
TXN1241,Megan Rodriguez,24,Male,179.39,"Finley, Graham and Stone",Fuel,Mumbai,2026-01-10 21:32:16,0,1,2,0
TXN1242,Richard Sullivan,65,Female,585.26,"Meyers, Harper and Perry",Electronics,Bangalore,2025-06-26 05:12:16,0,1,1,0
TXN1243,Holly Simon,48,Male,4311.59,Beck-Smith,Fashion,Delhi,2026-01-24 11:27:16,0,1,2,0
TXN1244,Jennifer Mcgrath,61,Female,611.63,"Carrillo, Wilson and Cole",Healthcare,Bangalore,2026-01-30 01:04:16,0,0,2,0
TXN1245,Tammy Phillips,57,Male,2210.75,"Johnson, Moyer and Padilla",Entertainment,Delhi,2025-05-08 21:26:16,0,0,0,0
TXN1246,Francisco Morales,21,Male,3955.71,"Martinez, Cook and Jackson",Online Shopping,Mumbai,2025-10-10 03:25:16,1,1,4,1
TXN1247,Jordan Williams,59,Female,4384.56,"Morales, Griffith and Browning",Healthcare,Mumbai,2025-07-01 00:59:16,1,1,1,1
TXN1248,Jacob Hughes,47,Female,11.19,"Herrera, Murphy and Lopez",Electronics,Delhi,2025-08-11 15:23:16,0,0,2,0
TXN1249,Aaron Hall,56,Male,57.33,Reyes LLC,Electronics,Bangalore,2026-04-08 11:12:16,1,1,5,1
TXN1250,Tim Mccall,61,Female,3141.25,Nelson-Jacobson,Fuel,Gurgaon,2025-09-13 12:44:16,1,0,1,1
TXN1251,Samantha Garza,47,Male,2094.66,"Trujillo, Taylor and Garrett",Healthcare,Gurgaon,2025-05-13 08:36:16,0,1,0,0
TXN1252,Alison Pierce,47,Female,26.7,Wright LLC,Online Shopping,Chennai,2025-12-16 04:11:16,1,0,1,0
TXN1253,Natalie Morris,21,Male,3580.61,Davis-Jacobs,Entertainment,Pune,2025-07-18 12:40:16,0,0,4,1
TXN1254,Randall Kelly,63,Male,235.05,Meyer-Guzman,Fashion,Mumbai,2025-07-06 04:37:16,0,1,3,0
TXN1255,Taylor White,54,Female,3933.86,"Gould, Myers and Hernandez",Healthcare,Delhi,2025-10-21 20:45:16,0,1,5,1
TXN1256,Joseph Fuller,41,Female,2342.33,Sims and Sons,Travel,Mumbai,2025-06-09 02:16:16,1,0,3,0
TXN1257,Michael Martin,21,Female,1166.04,Charles-King,Electronics,Gurgaon,2025-12-10 05:48:16,0,1,2,0
TXN1258,Cassie Conway,62,Male,610.49,Sullivan PLC,Fuel,Delhi,2026-01-21 01:44:16,1,1,1,0
TXN1259,Margaret Mahoney,58,Female,940.33,"Powell, Wilkins and Munoz",Entertainment,Bangalore,2025-08-21 04:35:16,0,1,4,1
TXN1260,Marcia Collier,22,Male,3152.59,Clark and Sons,Healthcare,Mumbai,2025-10-04 11:32:16,1,1,2,1
TXN1261,Evan Rivera,37,Male,4974.59,Keith LLC,Entertainment,Delhi,2026-03-07 18:06:16,0,1,1,0
TXN1262,Maria Small,35,Female,3483.14,Reynolds-Matthews,Online Shopping,Delhi,2025-10-04 01:09:16,1,1,2,1
TXN1263,Joe Gordon,55,Female,3118.46,"Williams, Morrison and Soto",Food,Bangalore,2026-02-07 19:37:16,0,0,5,1
TXN1264,Christine Boyle,54,Male,466.52,Rogers-Roberson,Online Shopping,Pune,2026-01-22 04:38:16,0,1,2,0
TXN1265,Mr. Allen Martin,45,Female,2388.62,Hanson Ltd,Travel,Mumbai,2025-10-25 02:29:16,0,0,1,0
TXN1266,Jonathan Hall,26,Female,1651.97,Burke Ltd,Food,Mumbai,2026-04-12 23:30:16,0,0,2,0
TXN1267,Amber Morrow,51,Male,2048.18,Smith and Sons,Fuel,Gurgaon,2026-03-30 19:42:16,1,1,4,1
TXN1268,Melissa Mills,65,Female,2484.42,Rodriguez Inc,Travel,Gurgaon,2026-03-31 12:28:16,0,1,3,0
TXN1269,Chris Cabrera MD,22,Female,4957.46,Johnson-Potter,Fashion,Bangalore,2026-01-13 19:56:16,0,1,5,1
TXN1270,Jeffrey Padilla,46,Male,4533.5,Ramsey-Snyder,Fashion,Gurgaon,2025-06-18 04:01:16,1,0,1,1
TXN1271,Dorothy Davis,57,Male,2833.0,Murray PLC,Healthcare,Bangalore,2025-09-13 03:35:16,0,0,2,0
TXN1272,Julie Brooks,33,Female,3295.67,"Elliott, Lopez and Gibson",Fuel,Pune,2025-05-19 12:00:16,0,1,4,1
TXN1273,David Thomas,60,Male,1201.06,Hopkins Group,Healthcare,Pune,2025-11-07 18:05:16,1,0,2,0
TXN1274,Shannon Hill,55,Male,954.22,Ruiz Ltd,Fuel,Delhi,2025-12-25 16:56:16,1,0,1,0
TXN1275,Alexis Johnson,68,Male,4396.57,Ward-Mccarthy,Grocery,Mumbai,2025-11-28 16:48:16,1,1,5,1
TXN1276,Jeffery Long,56,Male,812.19,Hoffman Group,Healthcare,Bangalore,2025-05-17 02:27:16,1,1,4,1
TXN1277,James Vang,46,Female,1300.85,Hernandez-Gibbs,Healthcare,Chennai,2025-09-25 14:55:16,0,1,2,0
TXN1278,Alec Garcia,66,Male,2803.62,Robinson-Ward,Healthcare,Delhi,2025-05-13 01:41:16,1,1,4,1
TXN1279,Michelle Myers,52,Female,650.96,"Lopez, Ross and Watson",Travel,Bangalore,2026-02-22 19:09:16,0,0,1,0
TXN1280,Christopher Wood,45,Female,3166.78,Good PLC,Fashion,Chennai,2025-09-27 23:12:16,1,0,5,1
TXN1281,Alicia Dickerson,21,Male,877.03,"Lewis, Holmes and Walker",Fashion,Pune,2025-09-08 00:14:16,1,1,0,0
TXN1282,Rebecca Smith,29,Male,346.08,Smith-Lozano,Online Shopping,Delhi,2025-10-26 06:15:16,1,1,2,0
TXN1283,Shelby Thomas,35,Male,4358.97,"Torres, Rodriguez and Dean",Healthcare,Bangalore,2025-10-27 13:12:16,0,0,3,0
TXN1284,Jaime Johnson,53,Female,3241.39,"Jones, Price and Wright",Fuel,Mumbai,2026-04-30 17:08:16,0,0,5,1
TXN1285,Danielle Olsen,64,Male,2448.33,Davis PLC,Electronics,Bangalore,2026-03-10 05:15:16,0,0,1,0
TXN1286,Kevin Hill,63,Female,2348.01,Scott PLC,Travel,Pune,2026-05-03 11:06:16,1,0,4,1
TXN1287,Morgan Knight,58,Male,826.48,Moore-Rice,Travel,Chennai,2025-07-26 16:49:16,0,1,1,0
TXN1288,David Harris,64,Male,3405.69,"Fritz, White and Gomez",Entertainment,Bangalore,2026-04-15 17:14:16,0,1,2,0
TXN1289,Stacey Leon,34,Female,4816.55,"Martinez, Simpson and Abbott",Fuel,Mumbai,2026-02-04 06:54:16,0,1,4,1
TXN1290,Amanda Joyce,37,Female,1994.0,Burns Ltd,Food,Bangalore,2025-08-23 22:26:16,1,1,1,0
TXN1291,Kyle Bradley,52,Female,165.36,Hunter PLC,Entertainment,Pune,2025-07-30 04:29:16,1,0,1,0
TXN1292,Chad Douglas,32,Male,2362.95,Stevenson-Dickerson,Travel,Bangalore,2026-04-10 19:41:16,0,1,5,1
TXN1293,Mr. Bob Benson Jr.,42,Female,4344.43,"Lee, Griffith and Rice",Online Shopping,Delhi,2025-07-02 20:26:16,0,1,2,1
TXN1294,Allen Allen MD,63,Male,2656.47,Long-Burton,Travel,Bangalore,2025-10-21 01:12:16,1,0,3,0
TXN1295,Alyssa Garrison,41,Female,4605.03,"Thompson, Flores and Morgan",Electronics,Mumbai,2026-03-22 13:16:16,1,1,5,1
TXN1296,Dr. Robin Palmer MD,31,Male,2995.65,Mccall-Martinez,Entertainment,Delhi,2025-09-13 08:05:16,1,1,0,0
TXN1297,John Gutierrez,55,Male,1135.45,"Mccarty, Garcia and Richardson",Entertainment,Delhi,2025-06-22 05:47:16,1,0,4,1
TXN1298,Steven Leblanc,19,Male,3989.82,"Walker, Hess and Evans",Healthcare,Delhi,2026-03-04 15:24:16,1,0,4,1
TXN1299,Matthew Ramirez,35,Male,3405.48,Hines-Mitchell,Grocery,Bangalore,2025-06-03 13:54:16,1,0,5,1
TXN1300,Martin Spencer,49,Female,3288.35,Garcia Ltd,Fuel,Pune,2025-10-03 02:41:16,0,0,5,1
TXN1301,James Burns,58,Male,207.7,Gibson-Wilson,Fashion,Mumbai,2025-10-05 09:17:16,0,1,0,0
TXN1302,William Hughes,34,Male,522.93,Hernandez PLC,Fashion,Mumbai,2026-03-22 13:25:16,1,0,5,1
TXN1303,Vanessa Campbell,39,Male,1059.64,"Romero, Nguyen and Fox",Food,Gurgaon,2025-11-27 18:01:16,1,0,1,0
TXN1304,Devin Ross,50,Male,2593.38,Carroll Ltd,Fuel,Pune,2025-07-22 19:28:16,0,0,5,1
TXN1305,Tonya Garcia,50,Male,4124.33,Conway-Sherman,Fashion,Gurgaon,2025-12-04 06:02:16,0,1,1,0
TXN1306,April Stewart,55,Male,2842.03,King-Rodriguez,Entertainment,Mumbai,2025-11-14 10:26:16,0,1,1,0
TXN1307,Karen Todd,59,Male,845.74,"Johnson, Forbes and Barrett",Online Shopping,Pune,2025-07-06 20:30:16,0,1,4,1
TXN1308,Christopher Moore,20,Female,4482.14,"Wang, Ryan and Ramirez",Grocery,Chennai,2026-04-28 22:32:16,1,1,0,1
TXN1309,Glenn Richmond,67,Female,4676.66,"Mcguire, Guzman and Ramirez",Grocery,Bangalore,2025-06-13 10:13:16,0,1,5,1
TXN1310,Caleb Johnson,37,Male,1703.86,Moore-Chang,Electronics,Pune,2025-08-29 21:30:16,1,0,3,0
TXN1311,Sheila Turner,33,Male,2742.49,Morgan-Mckenzie,Healthcare,Pune,2025-06-27 06:15:16,1,0,2,0
TXN1312,Matthew Adams,58,Female,828.36,Shields-Cox,Fuel,Chennai,2026-04-23 17:23:16,0,0,5,1
TXN1313,Craig Smith,29,Male,1243.05,"Young, Jackson and Banks",Fuel,Delhi,2026-04-12 14:50:16,1,0,1,0
TXN1314,Christopher Patton,36,Male,4879.57,Robinson Inc,Food,Delhi,2025-05-16 15:33:16,1,1,4,1
TXN1315,Joseph Barber,49,Female,2496.0,Haynes-Nichols,Online Shopping,Gurgaon,2026-02-14 22:23:16,1,0,2,0
TXN1316,Michael Butler,39,Male,1668.25,"Myers, Farmer and Davis",Fashion,Bangalore,2025-06-29 18:42:16,0,1,2,0
TXN1317,Amanda Perez,45,Female,1005.72,"Boyer, Mejia and White",Electronics,Bangalore,2026-04-02 06:26:16,1,1,0,0
TXN1318,Peter Hunter,24,Female,2318.49,Aguilar-Riddle,Entertainment,Bangalore,2025-05-22 07:10:16,0,1,1,0
TXN1319,Tyler Hensley,41,Female,2133.21,Torres Ltd,Healthcare,Pune,2026-05-03 16:21:16,1,0,3,0
TXN1320,Jacqueline Chaney,41,Female,2721.07,Harris-Burgess,Electronics,Gurgaon,2026-01-31 19:05:16,0,1,1,0
TXN1321,Edward Ortiz,51,Female,2438.48,Byrd Inc,Electronics,Delhi,2026-03-02 13:07:16,1,1,3,0
TXN1322,Laura Andrews,23,Female,3278.5,"Nichols, Reed and Wright",Fuel,Pune,2025-09-06 08:43:16,1,0,5,1
TXN1323,Frank Avila,29,Female,1925.4,Garcia-Cox,Healthcare,Gurgaon,2026-04-19 20:20:16,0,1,0,0
TXN1324,Judith Griffin,52,Female,3882.24,"Miller, Shaw and Morse",Fashion,Chennai,2026-01-27 12:11:16,0,0,1,0
TXN1325,Antonio Rodriguez,61,Female,1870.51,Lee LLC,Healthcare,Pune,2026-05-05 05:04:16,0,0,4,1
TXN1326,Donald Wilson,55,Male,2466.47,"Martin, Jones and Frazier",Fuel,Delhi,2025-06-23 05:41:16,0,0,4,1
TXN1327,Crystal Sanchez,64,Male,2968.66,Bernard Inc,Healthcare,Bangalore,2025-09-18 08:39:16,1,0,5,1
TXN1328,Anna Orr,34,Male,1961.5,Obrien PLC,Fuel,Bangalore,2026-04-10 02:06:16,1,1,4,1
TXN1329,Bryan Medina,22,Male,1632.7,Rodriguez-Brown,Travel,Pune,2025-11-24 15:18:16,1,1,2,0
TXN1330,Alexandra Hernandez,27,Female,376.75,Summers LLC,Fashion,Mumbai,2025-08-10 12:31:16,0,0,4,1
TXN1331,Melissa Smith,27,Male,3350.26,"Higgins, Ross and Kaufman",Fuel,Pune,2025-05-12 03:36:16,1,0,3,1
TXN1332,Thomas Roberts,25,Female,3089.55,"Gomez, Taylor and Pennington",Fashion,Chennai,2026-05-06 06:21:16,1,0,3,1
TXN1333,Melissa Baker,60,Female,3684.65,"Salas, Jennings and Smith",Fuel,Mumbai,2025-10-15 22:52:16,0,0,0,0
TXN1334,Michael Gonzalez,61,Male,2237.38,"Mills, Abbott and Hall",Fuel,Mumbai,2025-10-12 21:57:16,1,0,2,0
TXN1335,Karen Knight,37,Female,1356.05,"Johnson, Sloan and Gonzalez",Healthcare,Chennai,2025-12-28 19:04:16,0,1,3,0
TXN1336,Christopher Blackwell,43,Female,206.32,Williams-Brown,Travel,Chennai,2026-01-09 01:35:16,0,1,4,1
TXN1337,Jason Martinez,22,Male,525.51,Newman-Wallace,Electronics,Mumbai,2025-11-09 14:29:16,0,0,1,0
TXN1338,Devin Garcia,37,Female,4933.28,"Cruz, Jackson and Matthews",Grocery,Bangalore,2025-10-03 17:07:16,1,1,0,1
TXN1339,Carol Hernandez,67,Male,4865.76,Dominguez Group,Electronics,Delhi,2026-03-29 03:54:16,1,1,2,1
TXN1340,Nancy Dean,67,Female,1719.84,"Foley, Berry and Wade",Online Shopping,Gurgaon,2025-07-17 08:18:16,1,0,5,1
TXN1341,Christopher Taylor,62,Male,726.28,Smith-Skinner,Healthcare,Chennai,2025-09-15 05:33:16,0,1,1,0
TXN1342,Sandra King,38,Female,478.56,Fitzgerald-Martinez,Online Shopping,Bangalore,2025-08-16 22:36:16,0,0,5,1
TXN1343,Crystal Armstrong,64,Male,3466.2,Johnson-Johnson,Entertainment,Pune,2025-06-30 05:15:16,0,0,2,0
TXN1344,Sherri Davis,27,Male,97.4,Holder Ltd,Fashion,Mumbai,2025-12-13 19:54:16,0,1,0,0
TXN1345,Michael Anderson,29,Male,574.42,Lynn-Stevens,Healthcare,Pune,2025-05-27 14:37:16,1,0,0,0
TXN1346,Trevor Mcguire,18,Female,1086.22,"Tyler, Thompson and Walker",Food,Chennai,2025-12-16 06:53:16,1,0,4,1
TXN1347,Christopher Walker,58,Female,541.9,"Oconnor, Morgan and Nelson",Online Shopping,Delhi,2025-09-30 01:51:16,0,0,5,1
TXN1348,Jacob Walker,26,Male,4333.53,Page Ltd,Healthcare,Pune,2026-02-07 12:28:16,0,0,0,0
TXN1349,Daniel Lewis,30,Male,1450.54,King-Decker,Grocery,Chennai,2025-06-18 02:03:16,1,0,5,1
TXN1350,Nicholas Wells,21,Female,3341.29,Sullivan PLC,Grocery,Gurgaon,2026-02-14 15:00:16,1,1,2,1
TXN1351,Bobby Rowland MD,62,Female,4090.99,Douglas-Mcdonald,Food,Chennai,2025-05-28 06:34:16,1,1,0,1
TXN1352,Samuel Castillo,38,Female,1629.68,Green LLC,Electronics,Chennai,2026-02-20 21:26:16,0,0,4,1
TXN1353,Jamie Lang,36,Female,1948.9,"Li, Moody and Hall",Entertainment,Gurgaon,2025-07-06 11:06:16,1,0,3,0
TXN1354,Ms. Casey Green,55,Female,375.25,Garza-Hall,Travel,Bangalore,2025-05-17 19:55:16,1,1,5,1
TXN1355,Kim Martin,27,Female,3799.13,Boyle PLC,Travel,Bangalore,2025-08-16 01:20:16,0,1,1,0
TXN1356,Pamela Ali,25,Male,2600.22,Newton-Herrera,Fuel,Delhi,2026-01-10 16:36:16,1,1,1,0
TXN1357,Jesse Paul,65,Male,2905.06,Hodge-Bailey,Travel,Delhi,2025-07-12 00:26:16,0,1,2,0
TXN1358,Bryan Le,65,Female,2751.58,Flowers LLC,Entertainment,Mumbai,2025-07-09 09:57:16,0,1,2,0
TXN1359,Justin Alvarez,60,Female,100.98,Hicks-Booth,Food,Mumbai,2026-01-20 05:25:16,1,1,4,1
TXN1360,Justin Hale,32,Female,1224.98,"Adams, Gonzalez and Oconnell",Fashion,Gurgaon,2025-10-16 09:26:16,0,0,3,0
TXN1361,Bradley Rodriguez,38,Female,2401.12,Figueroa LLC,Online Shopping,Gurgaon,2025-08-06 02:27:16,0,0,4,1
TXN1362,Donald Ward,21,Female,1291.32,"Hall, Lopez and Johnson",Grocery,Delhi,2026-03-16 14:14:16,1,1,4,1
TXN1363,Heidi Hoffman,64,Female,2665.98,Torres-Brennan,Fashion,Pune,2025-12-22 11:59:16,0,0,3,0
TXN1364,Jim Fitzgerald,47,Female,3583.59,Smith Group,Travel,Bangalore,2026-02-20 00:15:16,1,1,0,1
TXN1365,Larry Woodard,47,Female,913.94,Sanchez-Rodriguez,Grocery,Gurgaon,2025-05-21 16:31:16,0,0,4,1
TXN1366,Brittany Wright,48,Female,3548.14,"Acevedo, Mcintosh and Peterson",Online Shopping,Bangalore,2025-06-29 10:59:16,0,1,4,1
TXN1367,William Jones,59,Female,4589.58,Hughes-Chambers,Online Shopping,Bangalore,2026-02-12 23:47:16,0,0,5,1
TXN1368,Ryan Walsh,18,Male,1873.81,Banks-Smith,Entertainment,Bangalore,2025-11-15 17:54:16,1,1,2,0
TXN1369,Dr. Desiree Olson,30,Male,3012.04,Mejia Inc,Food,Pune,2026-01-09 07:19:16,1,0,3,1
TXN1370,Brent Osborne,26,Male,3970.78,"Lopez, Kaiser and Williams",Grocery,Mumbai,2025-08-09 18:17:16,1,1,1,1
TXN1371,Jacob Lowe,59,Female,4501.12,Gomez-Bennett,Travel,Pune,2025-10-11 11:15:16,0,1,2,0
TXN1372,Mr. Joshua Turner II,54,Female,1517.28,Arnold-Johnson,Travel,Gurgaon,2025-12-06 09:05:16,1,1,3,0
TXN1373,David Beasley,56,Female,3341.07,Coleman Group,Fashion,Gurgaon,2025-12-12 09:05:16,0,1,1,0
TXN1374,Michael Haynes,50,Female,2125.48,"Brewer, Hayes and Brown",Electronics,Gurgaon,2026-02-27 12:52:16,1,0,2,0
TXN1375,Kayla Tran,61,Female,4315.36,Baker-Harris,Fashion,Chennai,2026-01-08 07:24:16,0,0,5,1
TXN1376,Ricky Campos,65,Female,1568.24,Peterson Inc,Travel,Pune,2025-11-28 17:31:16,1,0,0,0
TXN1377,Amy Mcfarland,31,Male,3163.76,"Cummings, Schultz and Walter",Grocery,Pune,2025-08-27 02:06:16,0,0,4,1
TXN1378,Richard Harper,35,Male,2027.55,"Reed, Tate and Snyder",Fuel,Bangalore,2026-01-02 21:00:16,1,0,0,0
TXN1379,Devin Jones,28,Female,4956.37,"Kim, Harris and Townsend",Food,Gurgaon,2025-10-31 14:22:16,1,0,3,1
TXN1380,Kimberly Potter,43,Male,1692.76,"Brown, Davis and Bailey",Online Shopping,Mumbai,2025-07-23 20:56:16,1,1,5,1
TXN1381,Jaime Johnson,53,Female,437.43,"Young, Baldwin and Powers",Healthcare,Mumbai,2025-05-20 00:38:16,1,1,0,0
TXN1382,Keith Webb,25,Female,1841.11,Johnson-Warren,Fashion,Pune,2026-02-26 19:02:16,1,0,3,0
TXN1383,Mr. Joseph Harris,30,Male,2600.11,Peters LLC,Fashion,Pune,2025-12-28 22:57:16,1,0,2,0
TXN1384,Robert Williams,49,Female,2704.66,Hunter PLC,Fashion,Chennai,2025-09-19 19:51:16,0,1,2,0
TXN1385,David Larson,61,Female,1628.43,Williams-Jones,Fuel,Bangalore,2025-08-21 06:35:16,1,1,1,0
TXN1386,Megan Ruiz,40,Male,1898.6,Cline Inc,Online Shopping,Gurgaon,2026-01-25 11:06:16,1,1,1,0
TXN1387,Steve Jimenez,40,Male,2331.38,Spence LLC,Fashion,Delhi,2025-08-16 05:57:16,1,0,1,0
TXN1388,Samantha Mitchell,53,Female,4808.71,Pierce LLC,Fuel,Chennai,2025-07-24 12:44:16,1,1,1,1
TXN1389,George Williams,47,Male,2257.35,Carrillo-Ramirez,Food,Pune,2026-04-25 11:25:16,1,1,3,0
TXN1390,John Gomez,25,Male,3979.3,"Holmes, Davidson and Thornton",Electronics,Pune,2025-12-14 15:18:16,0,0,3,0
TXN1391,Jane Sims,68,Male,770.56,Thomas Ltd,Online Shopping,Mumbai,2026-05-02 08:01:16,0,0,3,0
TXN1392,Kelly Kent,18,Male,4211.75,Harris-Molina,Entertainment,Bangalore,2025-12-09 08:35:16,1,0,5,1
TXN1393,Tammy Mcguire,35,Male,3941.63,Bates PLC,Grocery,Pune,2025-07-24 02:48:16,0,1,3,0
TXN1394,James Stone,55,Female,804.93,Robinson-Walsh,Fuel,Chennai,2025-12-17 00:08:16,0,1,1,0
TXN1395,Mathew Miller,62,Female,1807.08,Briggs-Smith,Fashion,Chennai,2025-06-01 02:14:16,0,0,0,0
TXN1396,Jennifer Gonzalez,26,Male,2553.52,Harrison and Sons,Online Shopping,Chennai,2025-06-18 08:18:16,0,0,1,0
TXN1397,Richard Butler,21,Female,4367.95,"Mcneil, Williams and Scott",Travel,Delhi,2025-08-19 01:19:16,1,1,2,1
TXN1398,Nathan Anderson,32,Male,4960.87,Valencia Inc,Fashion,Delhi,2026-01-26 07:59:16,0,1,3,0
TXN1399,Aaron Burch,64,Male,1991.92,"Crawford, Morris and Wagner",Healthcare,Bangalore,2025-11-22 09:56:16,1,1,2,0
TXN1400,Jack Fields,47,Male,4391.09,"Jackson, Bennett and Moore",Online Shopping,Gurgaon,2025-11-30 14:35:16,1,0,2,1
TXN1401,Christopher Sullivan,33,Male,1067.79,Turner-Jones,Healthcare,Mumbai,2026-04-23 19:26:16,1,1,4,1
TXN1402,Margaret Campbell,52,Male,875.89,Leonard-Gonzalez,Grocery,Chennai,2025-12-29 01:23:16,1,1,5,1
TXN1403,Kenneth Holland,37,Male,2869.48,Schmidt Group,Travel,Pune,2025-08-15 02:16:16,1,1,4,1
TXN1404,Lori Phillips,50,Female,4614.56,Webb-Cross,Electronics,Gurgaon,2025-08-11 02:55:16,0,0,5,1
TXN1405,Jason Riley,63,Male,882.44,"Burns, Anderson and Jones",Fuel,Bangalore,2026-04-12 14:48:16,0,0,1,0
TXN1406,Jessica Hanson,25,Female,2396.39,Long-Cantrell,Entertainment,Mumbai,2026-04-12 13:37:16,1,1,4,1
TXN1407,Rebecca Blankenship,29,Female,4829.45,Gutierrez-Aguirre,Fashion,Pune,2026-01-31 15:10:16,0,1,5,1
TXN1408,Matthew Clayton,37,Female,2203.16,Parker-Gonzales,Food,Delhi,2025-06-25 22:09:16,0,1,4,1
TXN1409,Corey Austin,60,Female,3101.74,Mcknight Inc,Travel,Gurgaon,2026-03-08 05:22:16,1,0,2,1
TXN1410,Crystal Smith,22,Female,3906.0,Chavez-Rodriguez,Healthcare,Pune,2025-08-15 02:30:16,0,0,1,0
TXN1411,Lee Phillips Jr.,48,Male,3478.23,Armstrong Group,Fuel,Mumbai,2026-02-13 19:06:16,1,1,4,1
TXN1412,Nicholas Hurst,26,Female,3915.65,Conley Ltd,Online Shopping,Gurgaon,2025-08-17 12:25:16,0,0,3,0
TXN1413,Brian Walsh,50,Male,2552.02,Woods PLC,Online Shopping,Gurgaon,2026-01-24 20:24:16,1,0,4,1
TXN1414,Jesse Foster,56,Male,1111.81,Simmons Inc,Grocery,Pune,2025-09-28 08:05:16,0,0,3,0
TXN1415,Jill Montgomery,55,Male,2136.16,Smith-Santos,Healthcare,Pune,2026-03-05 22:49:16,1,0,5,1
